idx,sentence1,label
5559,واقعا همه اینا بخاطر اینه که چون بچه های انقلابی از یه نظری طرفداری میکنن اینا هم بدون تفکر نقطه مقابلشونو انتخاب میکنن؟ یا واقعا اینقدر احمقن یا خودشونو به حماقت میزنن که ما دست کم بگیریمشون الله اعلم,Political
5560, اللهم العنک الا یا ایها العقده ای الخنزیر الملعون المتظاهربالدین ایهاالمروج البغض والکینه والبلاد الاسلامی و بین المسلمین و المسلمات! اللهم العنکَ ایتهاالمغبوضه !,Nonpolitical
5561, آیا انتخاب محمد رویانیان اشتباه وزارته؟ آیا انتخاب سه مدیر توسط دو وزیر ورزش طی سال های اخیر یعنی کارشکنی؟ بله وزارت باید دقت کنه، اما همین طاهری مدیرعامل قبلی پرسپولیس کم مشکل ایجاد نکرده بود، اما چون تیم قهرمان می‌شد، کمتر دیده شد!,Political
5562, اینا از طرفداری یچی شنیدن فقط تفهیم نشدن,Nonpolitical
5563,  نه این خوب بود.یه فیلم دارم اصن رو دستش نمیاد 😂😂,Nonpolitical
5564, 🙄بابا دیتاست ... ای تئوریسین ... نه اینکه اینهمه ساله که فیسبوک و گوگل و مایکروسافت و اپل و دراپ باکس و سگ و گربه وفامیلاشون به همه عکسها و اطلاعتمون دسترسی ندارن ... الان نشستن دونه دونه عکسای کج و کوله مارو سوا میکنن .,Nonpolitical
5565, هر کسی کو ماند دور از اصل خویش :)),Nonpolitical
5566,عزیز، بزرگوار، پرطرفدار، شاخِ مجاز!وقتی فالو میکنی قبل از اینکه درجا میوت کنی فرصت بده حداقل دو کلوم حرف بزنم اگه خوشت نیومد، بعد بِمیر میوت کن,Nonpolitical
5567,امروز معنی واقعی رنگی شدن با تمام وجود درک کردموقتی تو جلسه ی با مدیریت گیرت میدازند، و همه جوره بهت میتازند،یک رییس احمق دا…,Nonpolitical
5568,سلام وصبح بخیرچای بنوشی با چای و هل و دارچینیاگر تو داری یاری با چشم های عسلی#قدیر,Nonpolitical
5569, بابا اینا قهرمان نشن بهتره. میگان ماروعقده ۲۶ساله دارن,Nonpolitical
5570,.شما دعا كن اگر عمر من كفاف ندادجنازه ام #شب_جمعه كربلا باشد..#علی‌اکبر_لطیفیان,Nonpolitical
5571,علم الهدی تصمیم گرفته خوار مادر و دخترش و زنان فامیل اش رو در اختیار زائران عراقی قرار بده تا ثواب ببره ؛ اینکار اش چند تا لایک داره ؟ #علم_الهدى,Political
5572,فرقی نمی کند یک #اصلاح‌طلب خر باشد یا خود را به #خریت بزند.او تنها هدفش #نفهمیدن است که به هر طریق به دنبال دستیابی به آن است.,Political
5573, سه تا قسط از وامم عقب اقتادهیه وسیله اوردم پونزدهم باید قسطشو بدمخرس کیلویی چنده؟😂😂😂😂😂😂,Nonpolitical
5574, اولین نفری که سفر آخرتش ثبت شده در افتتاحیه,Nonpolitical
5575,سرما خوردم به گا رفتم ننهانشالله آنفولانزا قسمت همه,Nonpolitical
5576, ولی به نظر میاد خودت تنهایی را بیشتر دوست داری!,Nonpolitical
5577,«عبد الرزاق وحیدی» وزیر پیشین مخابرات بار دیگر به دادگاه فرا خوانده شده استعبدالرزاق وحیدی، وزیر پیشین مخابرات و تکنالوژی معلوماتی می‌گوید که دادگاه‌های نمایشی اشرف غنی دست بردار او نیست و وی دوباره به دادگاه فرا خوانده شده است.,Political
5578, منكه شب فقط فن روشن ميكنم بقيه روز خونه گرمه,Nonpolitical
5579,  میرزا جان من مطابق با دانسته ها و قدرت خودم تحلیل می کنم.شما اگر دانسته ها و قدرت تحلیلت از من بیشتره چرا ناراحت میشی. فکر کن اشتباه می گم. همه حرف من اینه.فریب یه کلمه ما رو نخوریم.,Nonpolitical
5580,وقتی براتون منشن میذارم لطفا ظرفیتشو داشته باشین. (جوگیر نشین),Nonpolitical
5581, حالا رفتار اون رو نمی‌دونم چطوری بوده واقعن متوجه این منطق نمی‌شم.آیا با انتشار جزوه چیزی ازش کم میشه؟ آیا اصلن چیز انقدر باارزشی هست که سر دادن یا ندادنش فکر کردن لازم باشه؟,Nonpolitical
5582, خب همینه پسرای اروپایی علاقه به ازدواج با زنهای شرقی دارن,Nonpolitical
5583,این توئیت خود زنی نبود چون اصلا ازون غیر بعضیام که به سن حساس نیستم😎,Nonpolitical
5584, من من نمیکنه در مورد فعالیت هاش اطلاع رسانی میکنه مگه بد ادم کارهاش شفاف باشه و همه چیو توضیح بده,Nonpolitical
5585, زیباستالبته اون بک گراند تکست ها منظورمه 😄😄😄,Nonpolitical
5586, دست پنجه مسوولین محترم درد نکنه واقعا.تو این اوضاع لاکردار، با جوان به‌حساب‌آوردن حاج‌علی‌اکبری روحیه و انگیزه دوباره‌ای به همه ما ارزانی داشتن⁦☺️⁩🤐,Political
5587,اتهام‌ها علیه اسدالله خالد؛ دفاع از حقوق بشر یا دسیسۀ سیاسی؟,Political
5588,سال‌ها پیش یکی بهم گفت درس خوندن آسون ترین کار دنیاستگه خورد,Nonpolitical
5589,دارم یه کتاب فلسفی می‌خونم، بعد نفر قبلی که این کتاب رو گرفته، با مداد روی کلمه‌ی سبعانه فتحه و ضمه گذاشته. می‌خوای تو کتاب سخت نخون فعلا.,Nonpolitical
5590, از شرش راحت میشه ایران! کنعانی دفاع وسط!,Nonpolitical
5591,بنده به عنوان یه شهروند بادیدن صحنه دختر آزاری قلبم به درد آمد انتقاد به دادستان هادارم برای پیشگیری با این جرایم چه…,Nonpolitical
5592, به نظر میاد هروه رنارد جدی‌ترین گزینه باشه,Nonpolitical
5593,  کاش بدونی پلن ریدن همه جا جواب نمیده,Nonpolitical
5594,اینقد احساس میکنم کلم کیریه و همه چی قاطیه که میتونم گوشیمو که اینقد دوست داشتم بزنم به دیوار و خورد شدنشو ببینم، فقط دلم برای بابام میسوزه.,Nonpolitical
5595,بخشنامه ی تاسیس مراکز آموزش #علوم_پزشکی_غیرانتفاعی ، چیزی جز  #سلامت_فدای_پول نیست نابودی نظام سلامت، سرنوشت محتوم این #تجارت…,Nonpolitical
5596, توئیتت باعث شد موقع دیدن عکس افکار کثافتی به ذهنم خطور کنه :)),Nonpolitical
5597, جدا به نظرم کار و در کنارش تحصیل! :),Nonpolitical
5598,گاهی کنار پنجره می‌ایستم، شاید تمام خدا ایستاده باشد، تا من نظاره‌گرش باشم.,Nonpolitical
5599, کیه؟من همش میام میپرسم کیه🤦سرچ کردم پیدا نکردم,Nonpolitical
5600,می دانی؟ من خواب را دوست دارمهرگاه که بیدارم، زندگیم تمایل عجیبی به فروپاشی دارد,Nonpolitical
5601,فکر کنم یکی از دلایلی که باعث میشه جایی به اسم #بنیاد_مستضعفان وجود داشته باشه، خود حقوقی است که مدیرانش میگیرن😁,Political
5602,#فرهاد_میثمی #FreeFarhad #قاضی_صلواتی #قلم_قاضى_صلواتى هفده روز از زمان برگزاری دادگاه دکتر میثمی گذشت !!!نتیجه دادگاه چه شد !؟رای صادره را اعلام کنید !!! ......دانستن حق ماست !!!,Political
5603,یه فونتی پیدا کردم که مطمئنم دوسه نفر بیشتر ندارنش!اجازه بدید پیشاپیش به عنوان کادوی تولد از خودم بپذیرمش :)),Nonpolitical
5604, خب چرا؟ مشخص شد دلیلشو توییت کن عبرت بگیرن ازش.😀😀,Nonpolitical
5605,همین دست مردم در دستت، می‌سوزاندشان!از اینکه ۱۳ سال با تمام امکانات و بوق هایشان تخریبت کردند و اثر نکرد می‌میرند! #احم…,Political
5606,محسن هاشمی، رئيس شورای شهر #تهران در ابتدای جلسه علنی امروز، سه‌شنبه 9 بهمن، فوت محمد نبی حبيبی، #شهردار سال‌های 62 تا 66 تهران را تسليت گفت./ «محمدنبی حبیبی»، دبیرکل حزب موتلفه اسلامی صبح امروز به علت ایست قلبی درگذشت.,Political
5607, نامزدتم حق نداره نذاره تنهایی بری. :-“ هیچ‌کس حق نداره.,Nonpolitical
5608,سومین باره دمنوش درست میکنم،یادم میره،سرد میشه،دوباره از اول🤦🏻‍♀️,Nonpolitical
5609, خب یه کم بخور ضعف نکنیبه نظرم رژیمت باید جوری باشه که از هر وعده مقداری کم کنی تا اینکه یک وعده حذف بشهدکترای تخصصی تغذیه از دانشگاه قوز آباد😀,Nonpolitical
5610,  در ضمن اگر جرات داری این شعار رو تو خیابون بده،اینقدر ترک ها ترسو هستند که می ترسند با اسم و عکس خودشون توییت کنید،البته همون بهتر که قیافه های زشت و خنده داراوت رو نمی بینیم,Nonpolitical
5611, فکر کنم کارش تموم شد. قطع شد یهو,Nonpolitical
5612,کاش وقتی اکسم مهاجرت میکنه هواپیماش سقوط کنه خبر گور به گور شدنشو بدن بهم بلکه کمی خنک شه دلم :/,Nonpolitical
5613,🔴#منافقین کمپ تیرانا در یک #عملیات_روانی جدید با ارسال یک ایمیل تهدید آمیز به برخی ادارات پایتخت #لهستان منجر به تخلیه موق…,Political
5614, نیم نگاهشون یه ۹۰٪ هست گویا 😅 پدر مولتی تسکینگ مک دارن ها.. عاما دختر مولتی تسکینگ ibm مدل ۱۹۷۰ 😂😂😂,Nonpolitical
5615, اقا مهرزاد يه سؤال ، اين mk _ultra نژاد گلي كه چند سال پيش خلق شد؟؟ يكي دو سال بعد هم جمع شد از بازار ها ميگفتن ساخته سيا و ان اس اي,Political
5616, کم کم داری یه حرفایی میزنی که تو خوابگاه پسرونه قفله😂😂,Nonpolitical
5617, ااا چه اواتار مرتبی واقعا برازنده یه دانشجوی ممتاز دکترا 😍😂😂,Nonpolitical
5618, تا حالا حساب کردی چقدر بابت چیزا پول دادی مرفه بی‌درد,Nonpolitical
5619,بچه بودیم میگفتن فلان آخوند انقدر پیشونیشو به مُهر میزنه(نمازمیخونه)جایِ مُهر رویِ پیشونیشه خلاصه آدمِ نورانیِ مردمم میگفتن…,Political
5620, بشر ب طرز عجیبی ب قهقرا داره میره:),Nonpolitical
5621, ادم تو منشن یه سوالو دوبار نمیپرسه :))))ولی خب دیگه همون ۱۹سال نهایت رضا محمد,Nonpolitical
5622,/ مثلا من بازیکن مورد علاقه‌م ماتسویاما بود. می‌گفتم: حالا ماتسویاما حرکت می‌کنه، (اینجا یه دریبل دیواری می‌زدم مثلا) از ایشی زاکی عبور می‌کنه و شووووووت می‌کنه. بعد دروازه بان اگر می‌گرفت، می‌گفت: و واکی اجازه نمی‌ده، ولی اگر گل می خورد دیگه گوه اضافه هم نمی‌خورد./,Nonpolitical
5623,   خلبانان فانتوم اسرائیلی به تعداد کافی موجود بودند و خیلیهایشان بعد ساقط شدن جنگنده ها ایجکت کرده بودن و سالم بودن . نیروی هوایی اسرائیل در یوم کیپور  خلبان کافی برای به کارگیری فانتوم هایی که برای جبران تلفات تحویل شدند در اختیار داشت .,Political
5624, به نظرت با این اوصاف بچه ای وجود خواهد داشت آیا؟؟؟🤔🤔🤔,Nonpolitical
5625,فارغ التحصیل شدم ننهایشالله فارغ التحصیلی قسمت همه 😅,Nonpolitical
5626,قیمت مرغ در سراشیبی/ مرغ ۱۲ هزار و ۲۰۰ تومان شدیک مقام مسئول گفت: هم اکنون قیمت هر کیلو مرغ زنده درب مرغداری ۹ هزار و ۲۰۰ و مرغ آماده به طبخ ۱۲ هزار و ۲۰۰ تومان است/ایران,Nonpolitical
5627,میدونستین دلیل اینکه بعد ارد نخودچی اب میخوریم اینه که وقتی میگوزیم گرد و خاک نشه ؟!!,Nonpolitical
5628, داداچ هشتگ بدون متن اسپم و لاک شدن#بگوبرگردشاه #شاه_نرفت_ایران_رفت #IranianPeopleHatePMO,Political
5629,برگزاری نشست کمیته کمیساران آب هلمند در تهران/ تأکید افغانستان و ایران بر ضرورت توسعه روابط در حوزه‌هاي آب و انرژي,Political
5630, نه بعضی مذهبیا شاهکار سکس میشن،جوری که پورن استارها باید بیان درس پس بدن😉,Nonpolitical
5631, اره از هر ده نفر که دیدم ۴-۵ نفرشون به سیاه ها میخوان بدن یا دوس شن,Nonpolitical
5632,وقتی میبینم همش دنبال حاشیه و جلب توجه هستی،منزجر میشم؛ منزجر.,Nonpolitical
5633,  خب داده كه دعوت شده ديگه. حالا براى بعدا ديگه شده فرهاد مجیدی و پول درمیاورد و به کسی نمیداد نبردنش,Nonpolitical
5634, حتما نتیجه کار رو با رسم شکل دایرکت کن برام,Nonpolitical
5635, استغفرالله 😇😇شب جمعم هست دیگه هیچی برو برو,Nonpolitical
5636, یه سری گزارش بود که میگفت این گوگل و فیسبوک و ... یجورایی کنترلت میکنن و میفهمن در مورد چی حرف زدی مرتبط باهاش برات تبلیغات میفرستن، حالا این پیامکی‌ها هم هوشمند شدن یا نه نمیدونم.,Nonpolitical
5637,مردم شیلی مانند سایر مردمان در آمریکای جنوبی اهل گیتار زدن و رقصیدن هستند، اما دیکتاتورهای وابسته را ساقط کردند، و هدفشان سوسیالیسم و ملی کردن صنایع است، آنها می‌رقصند، اما با #خصوصی_سازی مخالفند! ترویج رقص نمی تواند آرمان عدالتخواهی را به حاشیه براند. #عدالت_آرمان_جاودانه,Political
5638, شاید دیده باشید حرفم بیخود باشه سریالی از نتفلیکس که نمره 9 داره اینم ببینید اگر ندید نظرم در مورد سینمای هند عوض شد هیچ ربطی به سینمای عامه پسندشون نداره,Nonpolitical
5639, ولی بهتره همه چیرو دیگه به حاشیه و بحث اقتصادی نکشونیم.ناله دوستان تو تایم لاین از درد دندون بود نه درد هزینه درست کردنش.,Nonpolitical
5640,از دیشب شام به اینور یه ساندویچ ژامبون خوردم و فک کنم ده هزار تا کالری ای سوزوندم. =))),Nonpolitical
5641,  همه مردایی که با زنشون سکس ندارن خیانت میکنن؟,Nonpolitical
5642,فردا باید برم مدرسه و خوابم نمیبره لعنتیاا😭😭3:32 a.m,Nonpolitical
5643, ن دیگه از شما برکت از من حرکت,Nonpolitical
5644, داره می‌گه؛ دیدی؟ حالا دمتو تکون بده :)))),Nonpolitical
5645,تجمع #بازنشستگان جلوی وزارت کارسه شنبه دوم بهمن ماه«تورم گرانی.. جواب بده روحانی»                  #اعتراضات_سراسری#برا…,Political
5646,  آقای یقه اسکی حواست باشه آسوته خانم ناراحت نشن وگرنه من میدونم و شما 🙂,Nonpolitical
5647,#ونزوئلا شدن آرزوی خوبی است اما نباید ما را به به ساده سازی وادارد. خامنه‌ای نه مادورو است نه حسنی مبارک است و نه بن علی... خامنه‌ای رهبر یک دیکتاتوری مذهبی است و تنها با قهر مسلحانه سرنگون خواهد شد.#Venezuela,Political
5648, مردم چرا مسجد را تو ساعت تعطیل کارش نمیکنن کلاس درس,Nonpolitical
5649,   پرچم سه رنگ شیر خورشید نشان ایران افتخار ایران و پرچمهای دیگر کشورها دوست ایران.مردم ایران با هیچ کشوری دشمنی ندارند.,Political
5650,🔻 تجمع اعتراضی غارت شدگان موسسه کاسپین در رشت🔺 ۱۸دی ۹۷🔸 در اعتراض به غارت اموال و دارایی شانغارت شدگان شعار می دادند: «سه ساله که دویدیم فقط تهدید شنیدیم »دیگر بس است اتحاد برای پیروزی  #اعتصابات_سراسری,Political
5651, خیلی خنده‌دار بود یادم بیار تعریف کنم واست :))),Nonpolitical
5652,  اومد بگه «من فحش رو دادم بهتون خلاص، خداحافظ» :-)) الان بلاک هم کرده.,Nonpolitical
5653, چیزی که سفارش میدی و چیزی که برات میارن :))),Nonpolitical
5654,همیشه در بزنگاه های سیاسی افراد هوشمند تصمیمات هوشمند میگیرند، امیدوارم فردا هم مجمع تشخیص مصلحت نظام بهترین تصمیم را برای سرزمینم ایران بگیرد! #استعمارنامه #ترکنمچاه,Political
5655, آیا شما یک ۴ درصدی بالاتر از اتوبان همت نشین هستید؟,Nonpolitical
5656,   شما از کجا میدانید به عمد بلاک کرده یا نکرده!  در ضمن شما در یک فضای عمومی همچین حرف زشتی میزنید.  میتونید شما هم بلاکشان کنید. ولی همچین حرفی نزنید همه اینها ناموس ما هستند بهتر هست توییتان را پاک کنید,Nonpolitical
5657,  فعلآ دلتنگم و با هیچ کسم میل سخن نیست ☹️,Nonpolitical
5658,اسم سرخ پوستی عرق نعنا هم میشه علاج هر معده درد,Nonpolitical
5659, چرا صندوق های بیمه را در تامین اجتماعی ادغام نمیکنن,Nonpolitical
5660,🔺از پژوهش های مهم در خصوص تاریخ هخامنشیان و تاریخ دوره باستانِ ایران خاوری؛ که به تازگی منتشر شده است:📚 هخامنشیان بر…,Nonpolitical
5661,مهمترین بخش قدرت همین صدا و سیماست.اینا یک هفته نتونن دروغ به خورد مردم بدن میمیرن.#IraniansWantIRIBban,Political
5662, این بخاری هیزمی‌ها اصلا یه جان دوباره می‌دن,Nonpolitical
5663,  شیتزوعه فک کنم از سگا یه ژرمن میشناسم یه گلدن و یه بولداگ😐,Nonpolitical
5664, تازه این پیچیده نیست عمیقه عمیق:)) تو بیوش زده,Nonpolitical
5665, آقا حالا اینا ایرانه، آیلتس ۸میگم میگه میدم بهت!!,Nonpolitical
5666, آره از اون لحاظ که شبیهش هست درست میگی ولی عمل جراحی زیبایی چیزی از ارزشهای انسان کم نمیکنه,Nonpolitical
5667,بعله دوستان،عوض اون سس مربا ریخته بودم توش:)).,Nonpolitical
5668, با این روند به فنا دادن هواپیما ها فکر کنم خامنه‌ای باید با گاری فرار کنه,Political
5669,همین که به استقلال میگین تاج و به پرسپولیس میگین پیروزی نشون میده هر دو اسم چقد باعث سوزشتون میشه,Nonpolitical
5670,از ١ تا ٥ چه امتيازى به موزیک جديد #زخمى به نام «صدامو دارى» ميدين؟ عدد رو برامون در كامنت بنويسيد‌‌‌ zakhmiofficial #Zakhmi #AhangFollowLabel #AhangFollow  #آهنگ_فالو…,Nonpolitical
5671, چرا بليت داشتيم. يادمون رفته بود بريم از پرديس ملت بگيريم. آزادم ندادن بهمون.,Nonpolitical
5672,بیکار نشستم تا دانلود کوفتی تمومشه برم خونه آقا هل بده...,Nonpolitical
5673,هر جمعه توئیت های خودتون با هشتگ #اللهم_عجل_لولیک_الفرج  رو زیر یکی از توئیت های عاشقانه مهدوی من منشن کنید تا ریت کنم#س…,Nonpolitical
5674,هم دختری هم گیاه خوار؟بعد انتظار داری بهت نگم حیوون,Nonpolitical
5675,با توجه به ارزش پول الانمون تو دنیا نسبت به زمان شاه ، یِشاهی دیگه فوش نیس بلکه برای طرف ارزش هم قائل شدیم,Political
5676, با دو روز تاخیر اخطار دادی ولی خوب خدا رو شکر نرفته 😎😄,Nonpolitical
5677,اینکه من خیلی عصبی ، بی ادب و بی شعورم همه همش تقصیر خودم نیس طرزه زندگی و شرایط و اطرافیانم هم موثر بودن ):,Nonpolitical
5678,"""شمسیه نوری:✅در آمریکاسالانه يک میلیون و صد هزار مورد """"سقط جنین""""اتفاق می‌افتد و بیش از 51 درصد از این سقط جنین در زنان زیر 25 سال رخ می‌دهد!#USARegimeChange""",Political
5679,تا الان فقط این سخنرانا امتیاز بالاتری داشتن و لذت بردیم:#آرمان_والی#هوتن_هاشمی.#dmday,Nonpolitical
5680,  این شورائه راستی تشکیل شده؟خبری ازش نیست اخه,Nonpolitical
5681,آخوندای جنایت کارنگرانند و هم پالکی های اونها,Political
5682, منظورم ازیتا ساعیان و کارشناسان یک شبه تلویزیونهای اون ور ابیه,Nonpolitical
5683, نه عكساي از صحنه هايي ازش اومده براي همين ميگم,Nonpolitical
5684,دل مارا تو دل آرا ز وفا ده تسکینی,Nonpolitical
5685,  آره خب ولی اگه بتونی ازش لذت ببری,Nonpolitical
5686, ایشالا که اینطور نیستامیدوارم نباشه به هر دلیل,Nonpolitical
5687,الان #شاهین_ترامپ و گذاشتن تو یه اتاق تاریک،یهو در باز میشه یه مرد با شلوار جین و تی‌شرت وارد میشه سیگار شو رو گردن شاهین خام…,Political
5688,یه پیام اخلاقی هم بدیم بدنیست،وقتی میخوای بری سر قرار،(بدی)بچه نبرباخودت، عاشق پیشه، خودت برو بدهوقتی میخوای بری سر قرار،(بدی)بچه نبرباخودت، عاشق پیشه، خودت برو بده,Nonpolitical
5689, اخه من به مریضام شماره بخشو میدم. میگم هر جا هر جا هر جا گیر کردی دستت و پولت به دکتر نرسید زنگ بزن به ما. بالاخره یه کاری از دستمون برمیاد. مشاوره ای راهنمایی تا حالا هم بد ندیدیم ازین‌روش. ولی نمی دونم اونجا چجوریه 🤦‍♀️,Nonpolitical
5690,  کاملا هم‌نظرم باهات با نیاز قوانین. و تاکیدم روی هم‌زمانیش اینه که مثلا از سال ۸۱ #کودک_آزاری جرم عمومیه. ولی هنوز مجری قانون مثلا در شوشتر یا مدرسه‌ای در تهران می‌گه منتظر شکایتیم و نه رسانه و نه مردم درک دقیقی از جرم عمومی ندارند,Nonpolitical
5691,واکنش ستاد حقوق بشر ایران به بازداشت خودسرانه #مرضیه_هاشمی توسط اف بی آیرفتار خشونت آمیز و تحقیر کننده با خبرنگار سرشناس ایرانی شبکه خبری پرس تی وی، مصداق کامل دستگیری خودسرانه، شکنجه، نقض آشکار آزادی بیان و عقیده است,Political
5692, ممنونم از شما که اطلاع رسانی کردید منتظر اطلاع رسانی بعدی هستم,Nonpolitical
5693,   حنانه من از قهر بدم میاد، با دشمنمم قهر نمی کنم، دشمنام زیادن و همیشه متعجب از رفتارم، با طرف دعوای انتحاری کردم فرداش گفتم سلام فلانی یارو از حجم تناقض مخش میلنگید.سعی می کنم اونطوری خواستی صدات بزنم سید جان، نه ببخشید حنانه جان,Nonpolitical
5694,بعد از سرنگونی رژیم پیشنهاد شما برای برخورد با اوباش بازمانده ۵۷ تی   چیست ؟ در کجا باید نگه داری شوند ؟,Political
5695,ادمایی ک فازشون معلوم نیس خیلی کیری هسن,Nonpolitical
5696,الان دیدم توی اینستاگرام مدیر آموزش دانشگاهمون فالوم کرده.,Nonpolitical
5697, من هر استوریش رو که می‌دیدم یه جون ازم کم می‌شد.می‌گفتم ببین چه جوری شدیم اسیر جیفه دنیا و عقل معاش.,Nonpolitical
5698, زامبی شدیمکاش تا جایی که دستمون میرسه بلاک و ریپورت کنیم اینارو,Nonpolitical
5699, از پايين كام بگيريد سپس حبس نموده و چند سال نگه داريد در انتها سرفه كنيد،از پايين باشد بهتر گرچه از بالا بلامانع است ولي در كل مكروه است نكنيد بهتر است,Nonpolitical
5700,تجمع اعتراضی  #معلمان مدارس حمایتی استان یزد مقابل ساختمان استانداری یزد #free_political_prisoners#خیزش_دی۹۷#آزادی_زندانی_سیاسی,Political
5701, خدا له ت نكنه😂😂ولي كمتر كسي مثل تو ميتونه از همه چيز طنز بسازه مصطفي كارت خيلي درسته,Nonpolitical
5702,معیار سرحالی و خوب بودن حال من اینه که شب تا کی بیدار بمونم. مثلا الان حالم در حد کسی هست که شب ساعت ۹ داره می‌خوابه,Nonpolitical
5703, وای خدایه جایی دیگه میگه«ای زلف یار، سخت پریشان و درهمیدست بریده‌ی که تو را شانه میکند؟»,Nonpolitical
5704,انسان به امید زنده است به امید فرداهای بهتر و ایرانی سرفراز و خالی از وطن فروش شب تان مهدوی,Political
5705,10 بهمن ماه آغاز ابر ائتلاف آتشین همه اقوام و اقشار برانداز ادامه خیزش م...  از طریق,Political
5706,اعتصاب عمومی در تونس همزمان با فرا رسیدن سالروز انقلاب این کشور,Political
5707,کاش یه جوری میتونستم یه جوری از دیوید بوئی بچه دار شم بلکه یکم از نچسب بودن نسلم کاسته بشه,Nonpolitical
5708,تو منفور ترین موجود رو زمینیتو منفور ترین موجود رو زمینیتو منفور ترین موجود رو زمینیتو منفور ترین موجود رو زمینی,Nonpolitical
5709,۱۲ تن از زندان طالبان در ولایت هلمند آزاد شدنددر جریان یک عملیات در ولسوالی نهر سراج ولایت هلمند دوازده غیرنظامی از زندان طالبان مسلح رها گردیدند.مقامات محلی ولایت هلمندگفته اند که این عملیات شب پنجشبه (۱۳ جدی) از سوی نیروهای ویژه امنیت ملیافغانستا…,Political
5710,یعنی ۲۱ بهمن بهم مرخصی ندن کونشونو پاره میکنم,Nonpolitical
5711, واقعا رفتم چک کردم ببینم چقد نوشتم ، انقد مهمی :),Nonpolitical
5712, میدونم که خییلییی مذهبیهولی اصلا قابل درک نیست واسم😑,Nonpolitical
5713, بزرگوارمن حرف بیخود نزدم تا حالااین بزرگوار رو یک مدتیه با خوش یینی رصدشون میکردمیک درصد شک داشتم نمیگفتمچون مریض نیستم,Nonpolitical
5714, لعنت به این مجازی که تو یه چیزی میگی وطرف قابلیت شصت ونه تا برداشت کاملا بی ربطی در دقیقه از حرفتو داره ..  بجز اونی که هدفته ...  لطفا اجازه ندید کت قهوه ای تنتون کنم ..,Nonpolitical
5715,خیلی عصبانی و ناراحتم، نمیدونم با خشمم چیکار کنم، میترسم یه جایی بروز بدم که نباید.,Nonpolitical
5716, اینکه دولتهای اروپایی چه تصمیماتی میگیرند و چه تسهیلاتی بوجود میارند پشیزی ارزش نداره چون شرکتهای اروپایی طرف م…,Political
5717, بابا دیگه واقعا شورشو در اورده!! اینجا اصلا خودت پر نمیکنی! دانشگاه خودش مراکز داره میبری میدی برات پر میکنن! وگرنه مگه میشه اون همه فرمو پر کرد,Nonpolitical
5718, امسال خداروشکر آلودگی هوای تهران خیلی کم بود. البته به لطف خدا و بارندگی‌ها,Nonpolitical
5719,#چهل_سال ديكتاتور به هر فريب و دوز و كلكى حكومت كرد اما الان وقتشه كه حساب پس بده، وقتى ميگيم پايان ديكتاتور نزديكه يعنى…,Political
5720,من نمیخوام از دولت دفاع کنم، ولی شما هم انصاف داشته باشید؛ دولت خودش خوبه، آدماش بدن.,Political
5721,پنجشنبه ۱۱ بهمن ۹۷ اهواز ـ کارگران گروه ملی فولاد اهواز با تجمع مقابل فرمانداری خواستار آزادی بی قید و شرط همکاران بازداشت شده خود شدند#چهل_سال_دیکتاتوری,Political
5722,  نه عنوان تزم این نیست، این اصن چیز جدیدی نیست :)) صرفا یه اصطلاح شاید به گوش آشناتر رو گفتم که حدود کار مشخص شه :))),Nonpolitical
5723, من یه دقیقه و ده ثانیه رو بیشتر نتونستم 😑🚬,Nonpolitical
5724,از وقتی اون اخونده گفت حضرت محمد از انگشتاش اب ریخته توو مشک ها و ایناکربلا جلو چشم میاد که چرا اون موقع از این معجزه استفاده نکردن,Political
5725,اولین سفر یک ارتشبد ایرانی در زمان #شاه به دبی واستقبال شیوخ و ال مکتوم آن زمان که امارات فرودگاه نداشت ! یک ماه بعد آنها با لنج چوبی به اسکله حقانی بندرعباس آمدند,Political
5726, تو در باطل افتادی و هدایت نخواهی شد. ولی برای خالی نبودن عریضه می‌گویم.بقایی دائماً از هوش می‌رود و از…,Nonpolitical
5727, ولی شوخی مریضی نیست؟ نسبت به ازدواج کودکان؟,Nonpolitical
5728,حال ما خوب نیست ولی دولت آمریکا نزدیک یک ماهه که تعطیله و ۲۲ تریلیون دلار بدهی خارجی داره!ببین تا کجاها نفوذ کردیم!😂#پایان_شیطان#USARegimeChange,Political
5729,سوپ ماست ،سوپ سنتی قزوین و در واقع دهات خودمونه :-))مثل سوپ شیر شیرین نیست و به ترشی آش دوغ هم نیست ،اما مزه ماست ترش خوبی داره و انکار داری ابر میخوری 😍,Nonpolitical
5730, نه واقن درستش اينه بچه ها دست و پاشو بگيرن از بالكن آويزونش كنن🙂,Nonpolitical
5731,جدی چجوری میتونین با پسری که خیلییییییییییی پولداره ولی نه قیافه داره نه قد باشین؟؟؟؟به بوسیدنش که فکر میکنم چندشم میشه🤮,Nonpolitical
5732, خانم افشار هنرمند و روزنامه نگاری که در خدمت قدرت و زر و زور باشد و به جای خدمت به درد و رنج مردم کرنش کننده قدرت و استبداد باشد از دایره دمکراسی خارج است!,Political
5733,حامی و مجری تروریسم در ایران و منطقه #IraniansWantSanctionIRGC,Political
5734, قطعا روزبه.ولی یه شوعاف عمیییقی تو این عکس هست.,Nonpolitical
5735, من گوش کردم چی گفت، اونا زندگیشون رو مدیون همین جمهوری اسلامی هستند، حداقل اونا نباید اینکار رو بکنند,Political
